kode,uraian,fungsi_operasional,uraian_enriched,ai_search_context
000.7.6,aksi strategis daerah,000.7,Aksi strategis daerah,Kode 000.7.6 (000.7): Aksi strategis daerah
000.7.6.1,rancangan awal perencanaan aksi strategi daerah,000.7,Rancangan awal perencanaan aksi strategi daerah,Kode 000.7.6.1 (000.7): Rancangan awal perencanaan aksi strategi daerah
000.7.6.2,rapat pembahasan rancangan awal dengan perangkat daerah,000.7,Rapat pembahasan rancangan awal dengan perangkat daerah,Kode 000.7.6.2 (000.7): Rapat pembahasan rancangan awal dengan perangkat daerah
000.7.6.3,sosisalisasi dengan perangkat daerah,000.7,Sosisalisasi dengan perangkat daerah,Kode 000.7.6.3 (000.7): Sosisalisasi dengan perangkat daerah
000.7.6.4,rancangan akhir perencanaan aksi strategi daerah,000.7,Rancangan akhir perencanaan aksi strategi daerah,Kode 000.7.6.4 (000.7): Rancangan akhir perencanaan aksi strategi daerah
000.7.6.5,penerapan perencaan aksi strategi daerah,000.7,Penerapan perencaan aksi strategi daerah,Kode 000.7.6.5 (000.7): Penerapan perencaan aksi strategi daerah
000.7.7,perencanaan pendanaan pembangunan,000.7,Perencanaan pendanaan pembangunan,Kode 000.7.7 (000.7): Perencanaan pendanaan pembangunan
000.7.7.1,pendanaan nasional dan hibah,000.7,Pendanaan nasional dan hibah,Kode 000.7.7.1 (000.7): Pendanaan nasional dan hibah
000.7.7.2,pendanaan daerah,000.7,Pendanaan daerah,Kode 000.7.7.2 (000.7): Pendanaan daerah
000.7.7.3,kerjasama pembangunan nasional,000.7,Kerjasama pembangunan nasional,Kode 000.7.7.3 (000.7): Kerjasama pembangunan nasional
000.7.7.4,surat berharga syariah negara,000.7,Surat berharga syariah negara,Kode 000.7.7.4 (000.7): Surat berharga syariah negara
000.7.7.5,pendanaan on top atau inisiatif baru,000.7,Pendanaan on top atau inisiatif baru,Kode 000.7.7.5 (000.7): Pendanaan on top atau inisiatif baru
000.8,organisasi dan tata laksana,000.8,Organisasi dan tata laksana,Kode 000.8 (000.8): Organisasi dan tata laksana
000.8.1,struktur organisasi di lingkunganpemerintahan daerah kabupaten muna barat,000.8,Struktur organisasi di lingkunganpemerintahan daerah kabupaten muna barat,Kode 000.8.1 (000.8): Struktur organisasi di lingkunganpemerintahan daerah kabupaten muna barat
000.8.1.1,pembentukan,000.8,Pembentukan,Kode 000.8.1.1 (000.8): Pembentukan
000.8.1.2,pengubahan,000.8,Pengubahan,Kode 000.8.1.2 (000.8): Pengubahan
000.8.1.3,pembubaran,000.8,Pembubaran,Kode 000.8.1.3 (000.8): Pembubaran
000.8.2,uraian jabatan ,000.8,Uraian jabatan,Kode 000.8.2 (000.8): Uraian jabatan
000.8.2.1,analisa jabatan,000.8,Analisa jabatan,Kode 000.8.2.1 (000.8): Analisa jabatan
000.8.2.2,analisa beban kerja,000.8,Analisa beban kerja,Kode 000.8.2.2 (000.8): Analisa beban kerja
000.8.3,ketatalaksanaan,000.8,Ketatalaksanaan,Kode 000.8.3 (000.8): Ketatalaksanaan
000.8.3.1,proses bisnis,000.8,Proses bisnis,Kode 000.8.3.1 (000.8): Proses bisnis
000.8.3.2,standar pelayanan,000.8,Standar pelayanan,Kode 000.8.3.2 (000.8): Standar pelayanan
000.8.3.3,standar operasional prosedur,000.8,Standar operasional prosedur,Kode 000.8.3.3 (000.8): Standar operasional prosedur
000.8.3.4,pelayanan publik,000.8,Pelayanan publik,Kode 000.8.3.4 (000.8): Pelayanan publik
000.8.4,standar kompetensi jabatan struktural dan fungsional,000.8,Standar kompetensi jabatan struktural dan fungsional,Kode 000.8.4 (000.8): Standar kompetensi jabatan struktural dan fungsional
000.8.5,evaluasi kelembagaan,000.8,Evaluasi kelembagaan,Kode 000.8.5 (000.8): Evaluasi kelembagaan
000.8.6,koordinasi penguatan reformasi dan birokrasi,000.8,Koordinasi penguatan reformasi dan birokrasi,Kode 000.8.6 (000.8): Koordinasi penguatan reformasi dan birokrasi
000.8.6.1,budaya kerja,000.8,Budaya kerja,Kode 000.8.6.1 (000.8): Budaya kerja
000.8.6.2,penilaian mandiri reformasi birokrasi,000.8,Penilaian mandiri reformasi birokrasi,Kode 000.8.6.2 (000.8): Penilaian mandiri reformasi birokrasi
000.8.6.3,akuntabilitas kinerja instansi pemerintah,000.8,Akuntabilitas kinerja instansi pemerintah,Kode 000.8.6.3 (000.8): Akuntabilitas kinerja instansi pemerintah
000.9,penelitian pengkajian dan pengembangan,000.9,Penelitian pengkajian dan pengembangan,Kode 000.9 (000.9): Penelitian pengkajian dan pengembangan
000.9.1,kebijakan di bidang penelitian pengkajian pengembangan yang dilakukan oleh pemerintah daerah,000.9,Kebijakan di bidang penelitian pengkajian pengembangan yang dilakukan oleh pemerintah daerah,Kode 000.9.1 (000.9): Kebijakan di bidang penelitian pengkajian pengembangan yang dilakukan oleh pemerintah daerah
000.9.2,penelitian pengkajian dan pengembangan antara lain rencana kerja administrasi penelitian pelaksanaan hasil penelitian atau pengkajian atau rekomendasi,000.9,Penelitian pengkajian dan pengembangan  rencana kerja administrasi penelitian pelaksanaan hasil penelitian atau pengkajian atau rekomendasi,Kode 000.9.2 (000.9): Penelitian pengkajian dan pengembangan  rencana kerja administrasi penelitian pelaksanaan hasil penelitian atau pengkajian atau rekomendasi
000.9.3,sosialisasi dan desiminasi hasil penelitian hasil pengkajian dan pengembangan,000.9,Sosialisasi dan desiminasi hasil penelitian hasil pengkajian dan pengembangan,Kode 000.9.3 (000.9): Sosialisasi dan desiminasi hasil penelitian hasil pengkajian dan pengembangan
000.9.4,bimbingan teknis penelitian pengkajian dan pengembangan,000.9,Bimbingan teknis penelitian pengkajian dan pengembangan,Kode 000.9.4 (000.9): Bimbingan teknis penelitian pengkajian dan pengembangan
000.9.5,forum komunikasi penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,000.9,Forum komunikasi penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,Kode 000.9.5 (000.9): Forum komunikasi penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi
000.9.6,data dan informasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,000.9,Data dan informasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,Kode 000.9.6 (000.9): Data dan informasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi
000.9.6.1,data,000.9,Data,Kode 000.9.6.1 (000.9): Data
000.9.6.2,statistik,000.9,Statistik,Kode 000.9.6.2 (000.9): Statistik
000.9.6.3,jurnal hasil penelitian atau pengkajian,000.9,Jurnal hasil penelitian atau pengkajian,Kode 000.9.6.3 (000.9): Jurnal hasil penelitian atau pengkajian
000.9.7,master proceeding atau jurnal penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,000.9,Master proceeding atau jurnal penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,Kode 000.9.7 (000.9): Master proceeding atau jurnal penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi
000.9.8,hak atas kekayaan intelektual haki,000.9,Hak atas kekayaan intelektual haki,Kode 000.9.8 (000.9): Hak atas kekayaan intelektual haki
000.9.9,evaluasi pelaksanaan kebijakan,000.9,Evaluasi pelaksanaan kebijakan,Kode 000.9.9 (000.9): Evaluasi pelaksanaan kebijakan
000.9.10,seminar lokakarya temukarya workshop,000.9,Seminar lokakarya temukarya workshop,Kode 000.9.10 (000.9): Seminar lokakarya temukarya workshop
100,pemerintahan,100,Pemerintahan,Kode 100 (100): Pemerintahan
100.1,otonomi daerah,100.1,Otonomi daerah,Kode 100.1 (100.1): Otonomi daerah
100.1.1,kebijakan di bidang otonomi daerah yang dilakukan oleh pemerintah daerah,100.1,Kebijakan di bidang otonomi daerah yang dilakukan oleh pemerintah daerah,Kode 100.1.1 (100.1): Kebijakan di bidang otonomi daerah yang dilakukan oleh pemerintah daerah
100.1.2,penyelenggaraan pemerintah daerah fasilitasi bimbingan pengawasan monitoring dan evaluasi,100.1,Penyelenggaraan pemerintah daerah fasilitasi bimbingan pengawasan monitoring dan evaluasi,Kode 100.1.2 (100.1): Penyelenggaraan pemerintah daerah fasilitasi bimbingan pengawasan monitoring dan evaluasi
100.1.3,penataan daerah pembinaan daerah pemekaran otonomi khusus daerah istimewa dan dewan pertimbangan otonomi daerah fasilitasi monitoring dan evaluasi,100.1,Penataan daerah pembinaan daerah pemekaran otonomi khusus daerah istimewa dan dewan pertimbangan otonomi daerah fasilitasi monitoring dan evaluasi,Kode 100.1.3 (100.1): Penataan daerah pembinaan daerah pemekaran otonomi khusus daerah istimewa dan dewan pertimbangan otonomi daerah fasilitasi monitoring dan evaluasi
100.1.4,pemilihan kepala daerah dprd dan hubungan antar lembaga fasilitasi monitoring dan evaluasi,100.1,Pemilihan kepala daerah (bupati/walikota/gubernur) dewan perwakilan rakyat daerah (dprd) dan hubungan antar lembaga fasilitasi monitoring dan evaluasi,Kode 100.1.4 (100.1): Pemilihan kepala daerah (bupati/walikota/gubernur) dewan perwakilan rakyat daerah (dprd) dan hubungan antar lembaga fasilitasi monitoring dan evaluasi
100.1.4.1,penyelenggaraan pemilihan umum kepala daerah,100.1,Penyelenggaraan pemilihan umum kepala daerah (bupati/walikota/gubernur),Kode 100.1.4.1 (100.1): Penyelenggaraan pemilihan umum kepala daerah (bupati/walikota/gubernur)
100.1.4.2,administrasi kepala daerah dan dprd,100.1,Administrasi kepala daerah (bupati/walikota/gubernur) dan dewan perwakilan rakyat daerah (dprd),Kode 100.1.4.2 (100.1): Administrasi kepala daerah (bupati/walikota/gubernur) dan dewan perwakilan rakyat daerah (dprd)
100.1.4.3,penyiapan perumusan kebijakan pemberdayaan kapasitas kepala daerah dan dprd di bidang pemerintahan,100.1,Penyiapan perumusan kebijakan pemberdayaan kapasitas kepala daerah (bupati/walikota/gubernur) dan dewan perwakilan rakyat daerah (dprd) di bidang pemerintahan,Kode 100.1.4.3 (100.1): Penyiapan perumusan kebijakan pemberdayaan kapasitas kepala daerah (bupati/walikota/gubernur) dan dewan perwakilan rakyat daerah (dprd) di bidang pemerintahan
100.1.4.4,hubungan antar lembaga daerah pemerintah daerah dan dprd,100.1,Hubungan antar lembaga daerah pemerintah daerah dan dewan perwakilan rakyat daerah (dprd),Kode 100.1.4.4 (100.1): Hubungan antar lembaga daerah pemerintah daerah dan dewan perwakilan rakyat daerah (dprd)
100.1.4.5,assosiasi daerah,100.1,Assosiasi daerah,Kode 100.1.4.5 (100.1): Assosiasi daerah
100.1.5,otonomi khusus dan daerah istimewa,100.1,Otonomi khusus dan daerah istimewa,Kode 100.1.5 (100.1): Otonomi khusus dan daerah istimewa
100.1.6,peningkatan kapasitas dan evaluasi kinerja daerah fasilitasi monitoring dan evaluasi,100.1,Peningkatan kapasitas dan evaluasi kinerja daerah fasilitasi monitoring dan evaluasi,Kode 100.1.6 (100.1): Peningkatan kapasitas dan evaluasi kinerja daerah fasilitasi monitoring dan evaluasi
100.1.6.1,kinerja penyelenggaraan pemerintahan daerah,100.1,Kinerja penyelenggaraan pemerintahan daerah,Kode 100.1.6.1 (100.1): Kinerja penyelenggaraan pemerintahan daerah
100.1.6.2,kemampuan penyelenggaraan otonomi daerah,100.1,Kemampuan penyelenggaraan otonomi daerah,Kode 100.1.6.2 (100.1): Kemampuan penyelenggaraan otonomi daerah
100.1.6.3,pengembangan kapasitas daerah,100.1,Pengembangan kapasitas daerah,Kode 100.1.6.3 (100.1): Pengembangan kapasitas daerah
100.1.7,lkpj atau lkpjamj dan lppd fasilitasi monitoring dan evaluasi,100.1,Lkpj atau lkpjamj dan lppd fasilitasi monitoring dan evaluasi,Kode 100.1.7 (100.1): Lkpj atau lkpjamj dan lppd fasilitasi monitoring dan evaluasi
100.2,pemerintahan umum,100.2,Pemerintahan umum,Kode 100.2 (100.2): Pemerintahan umum
100.2.1,kebijakan di bidang pemerintahan umum yang dilakukan oleh pemerintah daerah,100.2,Kebijakan di bidang pemerintahan umum yang dilakukan oleh pemerintah daerah,Kode 100.2.1 (100.2): Kebijakan di bidang pemerintahan umum yang dilakukan oleh pemerintah daerah
100.2.2,dekonsentrasi dan kerjasama,100.2,Dekonsentrasi dan kerjasama,Kode 100.2.2 (100.2): Dekonsentrasi dan kerjasama
100.2.2.1,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi dekonsentrasi dan tugas pembantuan,100.2,Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi dekonsentrasi dan tugas pembantuan,Kode 100.2.2.1 (100.2): Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi dekonsentrasi dan tugas pembantuan
100.2.2.2,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi tugas gubernur sebagai wakil pemerintah,100.2,Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi tugas gubernur sebagai wakil pemerintah,Kode 100.2.2.2 (100.2): Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi tugas gubernur sebagai wakil pemerintah
100.2.2.3,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi kerjasama daerah,100.2,Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi kerjasama daerah,Kode 100.2.2.3 (100.2): Fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi kerjasama daerah
100.2.2.4,fasilitas pelayanan kecamatan,100.2,Fasilitas pelayanan kecamatan,Kode 100.2.2.4 (100.2): Fasilitas pelayanan kecamatan
100.2.2.5,fasilitasi pelayanan umum,100.2,Fasilitasi pelayanan umum,Kode 100.2.2.5 (100.2): Fasilitasi pelayanan umum
100.2.3,wilayah administrasi dan perbatasan,100.2,Wilayah administrasi dan perbatasan,Kode 100.2.3 (100.2): Wilayah administrasi dan perbatasan
100.2.3.1,toponimi dan data wilayah,100.2,Toponimi dan data wilayah,Kode 100.2.3.1 (100.2): Toponimi dan data wilayah
100.2.3.2,pengembangan dan penataan batas antar negara,100.2,Pengembangan dan penataan batas antar negara,Kode 100.2.3.2 (100.2): Pengembangan dan penataan batas antar negara
100.2.3.3,batas antar daerah wilayah,100.2,Batas antar daerah wilayah,Kode 100.2.3.3 (100.2): Batas antar daerah wilayah
100.2.3.4,penataan batas wilayah antar kecamatan batas wilayah antar kelurahan satu kecamatan dan batas wilayah kelurahan antar kecamatan,100.2,Penataan batas wilayah antar kecamatan batas wilayah antar kelurahan satu kecamatan dan batas wilayah kelurahan antar kecamatan,Kode 100.2.3.4 (100.2): Penataan batas wilayah antar kecamatan batas wilayah antar kelurahan satu kecamatan dan batas wilayah kelurahan antar kecamatan
100.2.3.5,pemeliharaan batas wilayah,100.2,Pemeliharaan batas wilayah,Kode 100.2.3.5 (100.2): Pemeliharaan batas wilayah
100.3,hukum,100.3,Hukum,Kode 100.3 (100.3): Hukum
100.3.1,program legislasi,100.3,Program legislasi,Kode 100.3.1 (100.3): Program legislasi
100.3.1.1,bahan atau materi program legislasi daerah,100.3,Bahan atau materi program legislasi daerah,Kode 100.3.1.1 (100.3): Bahan atau materi program legislasi daerah
100.3.1.2,program legislasi,100.3,Program legislasi,Kode 100.3.1.2 (100.3): Program legislasi
100.3.2,rancangan peraturan perundang undangan rancangan peraturan daerah termasuk naskah akademik rancangan awal sampai dengan rancangan akhir dan telaah hukum sampai diundangkan,100.3,Rancangan peraturan perundang undangan rancangan peraturan daerah termasuk nasurat keputusan (sk)ah akademik rancangan awal sampai dengan rancangan akhir dan telaah hukum sampai diundangkan,Kode 100.3.2 (100.3): Rancangan peraturan perundang undangan rancangan peraturan daerah termasuk nasurat keputusan (sk)ah akademik rancangan awal sampai dengan rancangan akhir dan telaah hukum sampai diundangkan
100.3.3,keputusan atau ketetapan pimpinan pemerintah,100.3,Keputusan atau ketetapan pimpinan pemerintah,Kode 100.3.3 (100.3): Keputusan atau ketetapan pimpinan pemerintah
100.3.3.1,keputusan atau ketetapan gubernur,100.3,Keputusan atau ketetapan gubernur,Kode 100.3.3.1 (100.3): Keputusan atau ketetapan gubernur
100.3.3.2,keputusan atau ketetapan bupati,100.3,Keputusan atau ketetapan bupati,Kode 100.3.3.2 (100.3): Keputusan atau ketetapan bupati
100.3.3.4,keputusan sekretaris daerah provinsi,100.3,Keputusan sekretaris daerah provinsi,Kode 100.3.3.4 (100.3): Keputusan sekretaris daerah provinsi
100.3.3.5,keputusan sekretaris daerah kabupaten,100.3,Keputusan sekretaris daerah kabupaten,Kode 100.3.3.5 (100.3): Keputusan sekretaris daerah kabupaten
100.3.4,instruksi atau surat edaran,100.3,Instruksi atau surat edaran,Kode 100.3.4 (100.3): Instruksi atau surat edaran
100.3.4.1,instruksi atau surat edaran provinsi,100.3,Instruksi atau surat edaran provinsi,Kode 100.3.4.1 (100.3): Instruksi atau surat edaran provinsi
100.3.4.2,instruksi atau surat edaran kabupaten,100.3,Instruksi atau surat edaran kabupaten,Kode 100.3.4.2 (100.3): Instruksi atau surat edaran kabupaten
100.3.4.3,instruksi atau surat edaran kota,100.3,Instruksi atau surat edaran kota,Kode 100.3.4.3 (100.3): Instruksi atau surat edaran kota
100.3.4.4,instruksi surat edaran setingkat penentu kebijakan pengawas dan penegak hukum,100.3,Instruksi surat edaran setingkat penentu kebijakan pengawas dan penegak hukum,Kode 100.3.4.4 (100.3): Instruksi surat edaran setingkat penentu kebijakan pengawas dan penegak hukum
100.3.5,surat perintah,100.3,Surat perintah,Kode 100.3.5 (100.3): Surat perintah
100.3.5.1,surat perintah gubernur,100.3,Surat perintah gubernur,Kode 100.3.5.1 (100.3): Surat perintah gubernur
100.3.5.2,surat perintah  bupati,100.3,Surat perintah  bupati,Kode 100.3.5.2 (100.3): Surat perintah  bupati
100.3.5.4,surat perintah setingkat penentu kebijakan pengawas dan penegak hukum,100.3,Surat perintah setingkat penentu kebijakan pengawas dan penegak hukum,Kode 100.3.5.4 (100.3): Surat perintah setingkat penentu kebijakan pengawas dan penegak hukum
100.3.6,standar atau pedoman atau prosedur kerja atau petunjuk pelaksanaan atau petunjuk teknis,100.3,Standar atau pedoman atau prosedur kerja atau petunjuk pelaksanaan atau petunjuk teknis,Kode 100.3.6 (100.3): Standar atau pedoman atau prosedur kerja atau petunjuk pelaksanaan atau petunjuk teknis
100.3.7,nota kesepakatan atau memorandum of understanding mou atau kontrak atau perjanjian kerja sama,100.3,Nota kesepakatan atau memorandum of understanding memorandum of understanding (nota kesepahaman/pks) atau kontrak atau perjanjian kerja sama,Kode 100.3.7 (100.3): Nota kesepakatan atau memorandum of understanding memorandum of understanding (nota kesepahaman/pks) atau kontrak atau perjanjian kerja sama
100.3.7.1,dalam negeri,100.3,Dalam negeri,Kode 100.3.7.1 (100.3): Dalam negeri
100.3.7.2,luar negeri,100.3,Luar negeri,Kode 100.3.7.2 (100.3): Luar negeri
100.3.8,dokumentasi hukum antara lain undang undang peraturan pemerintah keputusan presiden dan peraturan peraturan yang dijadikan referensi,100.3,Dokumentasi hukum  undang undang peraturan pemerintah keputusan presiden dan peraturan peraturan yang dijadikan referensi,Kode 100.3.8 (100.3): Dokumentasi hukum  undang undang peraturan pemerintah keputusan presiden dan peraturan peraturan yang dijadikan referensi
100.3.9,sosialisasi atau penyuluhan atau pembinaan hukum,100.3,Sosialisasi atau penyuluhan atau pembinaan hukum,Kode 100.3.9 (100.3): Sosialisasi atau penyuluhan atau pembinaan hukum
